IDPLAYER,PLAYERNAME,BIRTHDATE,FIRSTNAME,LASTNAME,TEAM,LG,POS,IDFANGRAPHS,FANGRAPHSNAME,MLBID,MLBNAME,CBSID,CBSNAME,RETROID,BREFID,NFBCID,NFBCNAME,ESPNID,ESPNNAME,KFFLNAME,DAVENPORTID,BPID,YAHOOID,YAHOONAME,MSTRBLLNAME,BATS,THROWS,FANTPROSNAME,LASTCOMMAFIRST,ROTOWIREID,FANDUELNAME,FANDUELID,DRAFTKINGSNAME,OTTONEUID,HQID,RAZZBALLNAME,FANTRAXID,FANTRAXNAME,ROTOWIRENAME,ALLPOS,NFBCLASTFIRST,NAME_TEAM,NAME_TEAM1,NAME_TEAM2,NAME_TEAM3,NAME_TEAM4,NAME_TEAM5,NAME_TEAM6
castiru02,RUSNEY CASTILLO,9/7/1987,Rusney,Castillo,BOS,AL,OF,17016,RUSNEY CASTILLO,628329.0,RUSNEY CASTILLO,2145913.0,RUSNEY CASTILLO,castr004,castiru02,9795.0,RUSNEY CASTILLO,33630.0,RUSNEY CASTILLO,,CASTILLO19870907A,105419.0,9795.0,RUSNEY CASTILLO,"Castillo, Rusney",R,R,Rusney Castillo,"Castillo, Rusney",13246.0,Rusney Castillo,58973.0,Rusney Castillo,18395.0,4776.0,Rusney Castillo,,,"Castillo, Rusney",OF,"Castillo, Rusney",RUSNEY CASTILLO BOS,RUSNEY CASTILLO BOS,RUSNEY CASTILLO BOS,RUSNEY CASTILLO BOS,RUSNEY CASTILLO BOS,RUSNEY CASTILLO BOS,RUSNEY CASTILLO BOS
castiwe01,WELINGTON CASTILLO,4/24/1987,Welington,Castillo,CHA,AL,C,3256,WELINGTON CASTILLO,456078.0,WELINGTON CASTILLO,1495871.0,WELINGTON CASTILLO,castw002,castiwe01,8784.0,WELINGTON CASTILLO,29564.0,WELINGTON CASTILLO,Welington Castillo,CASTILLO19870424A,52461.0,8784.0,WELINGTON CASTILLO,"Castillo, Welington",R,R,Welington Castillo,"Castillo, Welington",10374.0,Welington Castillo,12495.0,Welington Castillo,18001.0,3573.0,Welington Castillo,01utp,"Castillo, Welington","Castillo, Welington",C,"Castillo, Welington",WELINGTON CASTILLO CHW,WELINGTON CASTILLO CHW,WELINGTON CASTILLO CHW,WELINGTON CASTILLO CHW,WELINGTON CASTILLO CHW,WELINGTON CASTILLO CHW,WELINGTON CASTILLO CHW
castrja01,JASON CASTRO,6/18/1987,Jason,Castro,MIN,AL,C,8722,JASON CASTRO,488771.0,JASON CASTRO,1657577.0,JASON CASTRO,castj006,castrja01,8635.0,JASON CASTRO,30178.0,JASON CASTRO,Jason Castro,CASTRO19870618A,58831.0,8635.0,JASON CASTRO,"Castro, Jason",L,R,Jason Castro,"Castro, Jason",10472.0,Jason Castro,11344.0,Jason Castro,5452.0,3139.0,Jason Castro,01cde,"Castro, Jason","Castro, Jason",C,"Castro, Jason",JASON CASTRO MIN,JASON CASTRO MIN,JASON CASTRO MIN,JASON CASTRO MIN,JASON CASTRO MIN,JASON CASTRO MIN,JASON CASTRO MIN
castrmi01,MIGUEL CASTRO,12/24/1994,Miguel,Castro,BAL,AL,P,15684,MIGUEL CASTRO,612434.0,MIGUEL CASTRO,2167491.0,MIGUEL CASTRO,castm002,castrmi01,9903.0,MIGUEL CASTRO,33820.0,MIGUEL CASTRO,,CASTRO19941224A,100368.0,9903.0,MIGUEL CASTRO,"Castro, Miguel",R,R,Miguel Castro,"Castro, Miguel",13708.0,Miguel Castro,62087.0,Miguel Castro,18431.0,4876.0,Miguel Castro,0351m,"Castro, Miguel",Miguel Castro,RP,"Castro, Miguel",MIGUEL CASTRO BAL,MIGUEL CASTRO BAL,MIGUEL CASTRO BAL,MIGUEL CASTRO BAL,MIGUEL CASTRO BAL,MIGUEL CASTRO BAL,MIGUEL CASTRO BAL
castrst01,STARLIN CASTRO,3/24/1990,Starlin,Castro,MIA,NL,2B,4579,STARLIN CASTRO,516770.0,STARLIN CASTRO,1671044.0,STARLIN CASTRO,casts001,castrst01,8611.0,STARLIN CASTRO,30450.0,STARLIN CASTRO,Starlin Castro,CASTRO19900324A,57278.0,8611.0,STARLIN CASTRO,"Castro, Starlin",R,R,Starlin Castro,"Castro, Starlin",10793.0,Starlin Castro,12168.0,Starlin Castro,5267.0,3447.0,Starlin Castro,01oa7,"Castro, Starlin","Castro, Starlin",2B,"Castro, Starlin",STARLIN CASTRO MIA,STARLIN CASTRO MIA,STARLIN CASTRO MIA,STARLIN CASTRO MIA,STARLIN CASTRO MIA,STARLIN CASTRO MIA,STARLIN CASTRO MIA
caveja01,JAKE CAVE,12/4/1992,Jake,Cave,MIN,AL,OF,14477,JAKE CAVE,595909.0,JAKE CAVE,2120354.0,JAKE CAVE,,caveja01,11017.0,JAKE CAVE,33417.0,JAKE CAVE,,CAVE19921207A,70390.0,,NAN,"Cave, Jake",L,L,Jake Cave,"Cave, Jake",12250.0,,,,28789.0,5137.0,Jake Cave,,,Jake Cave,OF,"Cave, Jake",JAKE CAVE MIN,JAKE CAVE MIN,JAKE CAVE MIN,JAKE CAVE MIN,JAKE CAVE MIN,JAKE CAVE MIN,NAN MIN
ceasedy01,DYLAN CEASE,12/28/1995,Dylan,Cease,[],AL,P,sa829000,DYLAN CEASE,656302.0,DYLAN CEASE,2211754.0,DYLAN CEASE,,ceasedy01,10191.0,DYLAN CEASE,34943.0,DYLAN CEASE,,,105703.0,,NAN,"Cease, Dylan",R,R,Dylan Cease,"Cease, Dylan",14062.0,,,,,,Dylan Cease,,,Dylan Cease,P,"Cease, Dylan",DYLAN CEASE CHW,DYLAN CEASE CHW,DYLAN CEASE CHW,DYLAN CEASE CHW,DYLAN CEASE CHW,DYLAN CEASE CHW,NAN CHW
cecchga01,GARIN CECCHINI,4/20/1991,Garin,Cecchini,MIL,,3B,11608,GARIN CECCHINI,594555.0,GARIN CECCHINI,1947822.0,GARIN CECCHINI,ceccg001,cecchga01,9550.0,GARIN CECCHINI,32124.0,GARIN CECCHINI,,CECCHINI19910420A,68733.0,9550.0,GARIN CECCHINI,"Cecchini, Garin",L,R,Garin Cecchini,"Cecchini, Garin",11595.0,,,,18098.0,4641.0,Garin Cecchini,,,Garin Cecchini,3B,"Cecchini, Garin",GARIN CECCHINI NAN,GARIN CECCHINI NAN,GARIN CECCHINI NAN,GARIN CECCHINI NAN,GARIN CECCHINI NAN,GARIN CECCHINI NAN,GARIN CECCHINI NAN
cecchga02,GAVIN CECCHINI,12/22/1993,Gavin,Cecchini,NYN,NL,2B,17005,GAVIN CECCHINI,608325.0,GAVIN CECCHINI,2044507.0,GAVIN CECCHINI,ceccg002,cecchga02,10135.0,GAVIN CECCHINI,32798.0,GAVIN CECCHINI,,,70608.0,10135.0,GAVIN CECCHINI,"Cecchini, Gavin",R,R,Gavin Cecchini,"Cecchini, Gavin",12465.0,,,Gavin Cecchini,18233.0,5233.0,Gavin Cecchini,02i2p,"Cecchini, Gavin",Gavin Cecchini,2B,"Cecchini, Gavin",GAVIN CECCHINI NYM,GAVIN CECCHINI NYM,GAVIN CECCHINI NYM,GAVIN CECCHINI NYM,GAVIN CECCHINI NYM,GAVIN CECCHINI NYM,GAVIN CECCHINI NYM
cecilbr01,BRETT CECIL,7/2/1986,Brett,Cecil,SLN,NL,P,2660,BRETT CECIL,446399.0,BRETT CECIL,1603013.0,BRETT CECIL,cecib001,cecilbr01,8455.0,BRETT CECIL,30296.0,BRETT CECIL,,CECIL19860702A,55695.0,8455.0,BRETT CECIL,"Cecil, Brett",R,L,Brett Cecil,"Cecil, Brett",9781.0,Brett Cecil,5566.0,Brett Cecil,5661.0,3174.0,Brett Cecil,01cgu,"Cecil, Brett","Cecil, Brett",RP,"Cecil, Brett",BRETT CECIL STL,BRETT CECIL STL,BRETT CECIL STL,BRETT CECIL STL,BRETT CECIL STL,BRETT CECIL STL,BRETT CECIL STL
cedenro02,RONNY CEDENO,2/2/1983,Ronny,Cedeno,PHI,,SS,2179,RONNY CEDENO,430592.0,RONNY CEDENO,392179.0,RONNY CEDENO,ceder002,cedenro02,7527.0,RONNY CEDENO,6254.0,RONNY CEDENO,,CEDENO19830202A,33713.0,7527.0,RONNY CEDENO,"Cedeno, Ronny",R,R,Ronny Cedeno,"Cedeno, Ronny",,,,,4009.0,,Ronny Cedeno,,,,SS,"Cedeno, Ronny",RONNY CEDENO NAN,RONNY CEDENO NAN,RONNY CEDENO NAN,RONNY CEDENO NAN,RONNY CEDENO NAN,RONNY CEDENO NAN,RONNY CEDENO NAN
cedenxa01,XAVIER CEDENO,8/26/1986,Xavier,Cedeno,TBA,,P,36,XAVIER CEDENO,458584.0,XAVIER CEDENO,1896137.0,XAVIER CEDENO,cedex001,cedenxa01,9080.0,XAVIER CEDENO,32028.0,XAVIER CEDENO,,CEDENO19860826A,47243.0,9080.0,XAVIER CEDENO,"Cedeno, Xavier",L,L,Xavier Cedeno,"Cedeno, Xavier",9948.0,Xavier Cedeno,15242.0,Xavier Cedeno,2302.0,3940.0,Xavier Cedeno,02fmd,"Cedeno, Xavier",Xavier Cedeno,RP,"Cedeno, Xavier",XAVIER CEDENO NAN,XAVIER CEDENO NAN,XAVIER CEDENO NAN,XAVIER CEDENO NAN,XAVIER CEDENO NAN,XAVIER CEDENO NAN,XAVIER CEDENO NAN
centeju01,JUAN CENTENO,11/16/1989,Juan,Centeno,TEX,AL,C,7168,JUAN CENTENO,518542.0,JUAN CENTENO,,NAN,,centeju01,9529.0,JUAN CENTENO,31443.0,JUAN CENTENO,,,55701.0,9529.0,JUAN CENTENO,"Centeno, Juan",L,R,Juan Centeno,"Centeno, Juan",13209.0,,,,9122.0,4480.0,Juan Centeno,,,Juan Centeno,C,"Centeno, Juan",JUAN CENTENO BOS,JUAN CENTENO BOS,JUAN CENTENO BOS,NAN BOS,JUAN CENTENO BOS,JUAN CENTENO BOS,JUAN CENTENO BOS
cervefr01,FRANCISCO CERVELLI,3/6/1986,Francisco,Cervelli,PIT,NL,C,5275,FRANCISCO CERVELLI,465041.0,FRANCISCO CERVELLI,1200051.0,FRANCISCO CERVELLI,cervf001,cervefr01,8387.0,FRANCISCO CERVELLI,29273.0,FRANCISCO CERVELLI,Francisco Cervelli,CERVELLI19860306A,45844.0,8387.0,FRANCISCO CERVELLI,"Cervelli, Francisco",R,R,Francisco Cervelli,"Cervelli, Francisco",10411.0,Francisco Cervelli,5884.0,Francisco Cervelli,2176.0,3101.0,Francisco Cervelli,015a4,"Cervelli, Francisco","Cervelli, Francisco",C,"Cervelli, Francisco",FRANCISCO CERVELLI PIT,FRANCISCO CERVELLI PIT,FRANCISCO CERVELLI PIT,FRANCISCO CERVELLI PIT,FRANCISCO CERVELLI PIT,FRANCISCO CERVELLI PIT,FRANCISCO CERVELLI PIT
cespeyo01,YOENIS CESPEDES,10/18/1985,Yoenis,Cespedes,NYN,NL,OF,13110,YOENIS CESPEDES,493316.0,YOENIS CESPEDES,1953406.0,YOENIS CESPEDES,cespy001,cespeyo01,9128.0,YOENIS CESPEDES,32080.0,YOENIS CESPEDES,Yoenis Cespedes,CESPEDEScubaY01,53004.0,9128.0,YOENIS CESPEDES,"Cespedes, Yoenis",R,R,Yoenis Cespedes,"Cespedes, Yoenis",8994.0,Yoenis Cespedes,16964.0,Yoenis Cespedes,18142.0,4041.0,Yoenis Cespedes,02ao2,"Cespedes, Yoenis","Cespedes, Yoenis",OF,"Cespedes, Yoenis",YOENIS CESPEDES NYM,YOENIS CESPEDES NYM,YOENIS CESPEDES NYM,YOENIS CESPEDES NYM,YOENIS CESPEDES NYM,YOENIS CESPEDES NYM,YOENIS CESPEDES NYM
cessalu01,LUIS CESSA,4/25/1992,Luis,Cessa,NYA,AL,P,13345,LUIS CESSA,570666.0,LUIS CESSA,2208984.0,LUIS CESSA,cessl001,cessalu01,10256.0,LUIS CESSA,34837.0,LUIS CESSA,,CESSA19920425A,66339.0,10256.0,LUIS CESSA,"Cessa, Luis",R,R,Luis Cessa,"Cessa, Luis",14021.0,Luis Cessa,68653.0,Luis Cessa,10043.0,5243.0,Luis Cessa,,,Luis Cessa,P,"Cessa, Luis",LUIS CESSA NYY,LUIS CESSA NYY,LUIS CESSA NYY,LUIS CESSA NYY,LUIS CESSA NYY,LUIS CESSA NYY,LUIS CESSA NYY
chacijh01,JHOULYS CHACIN,1/7/1988,Jhoulys,Chacin,MIL,NL,P,2608,JHOULYS CHACIN,468504.0,JHOULYS CHACIN,1618705.0,JHOULYS CHACIN,chacj001,chacijh01,8534.0,JHOULYS CHACIN,30147.0,JHOULYS CHACIN,,CHACIN19880107A,49925.0,8534.0,JHOULYS CHACIN,"Chacin, Jhoulys",R,R,Jhoulys Chacin,"Chacin, Jhoulys",10341.0,Jhoulys Chacin,5885.0,Jhoulys Chacin,5701.0,3304.0,Jhoulys Chacin,01cgs,"Chacin, Jhoulys","Chacin, Jhoulys",SP,"Chacin, Jhoulys",JHOULYS CHACIN MIL,JHOULYS CHACIN MIL,JHOULYS CHACIN MIL,JHOULYS CHACIN MIL,JHOULYS CHACIN MIL,JHOULYS CHACIN MIL,JHOULYS CHACIN MIL
chafian01,ANDREW CHAFIN,6/17/1990,Andrew,Chafin,ARI,NL,P,12988,ANDREW CHAFIN,605177.0,ANDREW CHAFIN,1967936.0,ANDREW CHAFIN,chafa001,chafian01,9782.0,ANDREW CHAFIN,32810.0,ANDREW CHAFIN,,CHAFIN19900617A,70436.0,9782.0,ANDREW CHAFIN,"Chafin, Andrew",R,L,Andrew Chafin,"Chafin, Andrew",12155.0,Andrew Chafin,38303.0,Andrew Chafin,18157.0,4525.0,Andrew Chafin,02bqd,"Chafin, Andrew","Chafin, Andrew",RP,"Chafin, Andrew",ANDREW CHAFIN ARI,ANDREW CHAFIN ARI,ANDREW CHAFIN ARI,ANDREW CHAFIN ARI,ANDREW CHAFIN ARI,ANDREW CHAFIN ARI,ANDREW CHAFIN ARI
chambad01,ADRON CHAMBERS,10/8/1986,Adron,Chambers,HOU,,OF,7995,ADRON CHAMBERS,518545.0,ADRON CHAMBERS,1741047.0,ADRON CHAMBERS,chama002,chambad01,9070.0,ADRON CHAMBERS,30811.0,ADRON CHAMBERS,,CHAMBERS19861008A,55708.0,9070.0,ADRON CHAMBERS,"Chambers, Adron",L,L,Adron Chambers,"Chambers, Adron",12038.0,,,,7711.0,,Adron Chambers,,,Adron Chambers,OF,"Chambers, Adron",ADRON CHAMBERS NAN,ADRON CHAMBERS NAN,ADRON CHAMBERS NAN,ADRON CHAMBERS NAN,ADRON CHAMBERS NAN,ADRON CHAMBERS NAN,ADRON CHAMBERS NAN
chambjo03,JOBA CHAMBERLAIN,9/23/1985,Joba,Chamberlain,CLE,,P,2692,JOBA CHAMBERLAIN,501955.0,JOBA CHAMBERLAIN,1232125.0,JOBA CHAMBERLAIN,chamj002,chambjo03,8084.0,JOBA CHAMBERLAIN,28847.0,JOBA CHAMBERLAIN,,CHAMBERLA19850923A,55707.0,8084.0,JOBA CHAMBERLAIN,"Chamberlain, Joba",R,R,Joba Chamberlain,"Chamberlain, Joba",9277.0,Joba Chamberlain,5598.0,Joba Chamberlain,3094.0,,Joba Chamberlain,,,Joba Chamberlain,P,"Chamberlain, Joba",JOBA CHAMBERLAIN NAN,JOBA CHAMBERLAIN NAN,JOBA CHAMBERLAIN NAN,JOBA CHAMBERLAIN NAN,JOBA CHAMBERLAIN NAN,JOBA CHAMBERLAIN NAN,JOBA CHAMBERLAIN NAN
chapmar01,AROLDIS CHAPMAN,2/28/1988,Aroldis,Chapman,NYA,AL,P,10233,AROLDIS CHAPMAN,547973.0,AROLDIS CHAPMAN,1717646.0,AROLDIS CHAPMAN,chapa001,chapmar01,8616.0,AROLDIS CHAPMAN,30442.0,AROLDIS CHAPMAN,,CHAPMANcubaA01,53014.0,8616.0,AROLDIS CHAPMAN,"Chapman, Aroldis",L,L,Aroldis Chapman,"Chapman, Aroldis",10866.0,Aroldis Chapman,11108.0,Aroldis Chapman,5644.0,3448.0,Aroldis Chapman,01gya,"Chapman, Aroldis","Chapman, Aroldis",RP,"Chapman, Aroldis",AROLDIS CHAPMAN NYY,AROLDIS CHAPMAN NYY,AROLDIS CHAPMAN NYY,AROLDIS CHAPMAN NYY,AROLDIS CHAPMAN NYY,AROLDIS CHAPMAN NYY,AROLDIS CHAPMAN NYY
chapmma01,MATT CHAPMAN,4/28/1993,Matt,Chapman,OAK,AL,3B,16505,MATT CHAPMAN,656305.0,MATT CHAPMAN,2135256.0,MATT CHAPMAN,chapm001,chapmma01,10205.0,MATT CHAPMAN,33857.0,NAN,,,104744.0,10205.0,MATT CHAPMAN,"Chapman, Matt",R,R,Matt Chapman,"Chapman, Matt",13428.0,,,,18378.0,5407.0,Matt Chapman,03d6s,"Chapman, Matt","Chapman, Matt",3B,"Chapman, Matt",MATT CHAPMAN OAK,MATT CHAPMAN OAK,MATT CHAPMAN OAK,MATT CHAPMAN OAK,MATT CHAPMAN OAK,NAN OAK,MATT CHAPMAN OAK
chargjt01,J.T. CHARGOIS,12/3/1990,J.T.,Chargois,LAN,NL,P,13767,J.T. CHARGOIS,608638.0,J.T. CHARGOIS,2210203.0,J.T. CHARGOIS,charj001,chargjt01,10132.0,J.T. CHARGOIS,34854.0,J.T. CHARGOIS,,,100288.0,10132.0,J.T. CHARGOIS,"Chargois, JT",B,R,J.T. Chargois,"Chargois, J.T.",12525.0,,,,23620.0,5291.0,J.T. Chargois,,,J.T. Chargois,RP,"Chargois, J.T.",J.T. CHARGOIS LAD,J.T. CHARGOIS LAD,J.T. CHARGOIS LAD,J.T. CHARGOIS LAD,J.T. CHARGOIS LAD,J.T. CHARGOIS LAD,J.T. CHARGOIS LAD
chatwty01,TYLER CHATWOOD,12/16/1989,Tyler,Chatwood,CHN,NL,P,4338,TYLER CHATWOOD,543022.0,TYLER CHATWOOD,1725478.0,TYLER CHATWOOD,chatt001,chatwty01,8862.0,TYLER CHATWOOD,30564.0,TYLER CHATWOOD,,CHATWOOD19891216A,58241.0,8862.0,TYLER CHATWOOD,"Chatwood, Tyler",R,R,Tyler Chatwood,"Chatwood, Tyler",10506.0,Tyler Chatwood,12934.0,Tyler Chatwood,4742.0,3773.0,Tyler Chatwood,01sfa,"Chatwood, Tyler","Chatwood, Tyler",SP,"Chatwood, Tyler",TYLER CHATWOOD CHC,TYLER CHATWOOD CHC,TYLER CHATWOOD CHC,TYLER CHATWOOD CHC,TYLER CHATWOOD CHC,TYLER CHATWOOD CHC,TYLER CHATWOOD CHC
chaveen01,ENDY CHAVEZ,2/7/1978,Endy,Chavez,SEA,,OF,768,ENDY CHAVEZ,346795.0,ENDY CHAVEZ,181761.0,ENDY CHAVEZ,chave002,chaveen01,6733.0,ENDY CHAVEZ,4727.0,ENDY CHAVEZ,,CHAVEZ19780207A,393.0,6733.0,ENDY CHAVEZ,"Chavez, Endy",L,L,Endy Chavez,"Chavez, Endy",,,,,7233.0,,Endy Chavez,,,,OF,"Chavez, Endy",ENDY CHAVEZ NAN,ENDY CHAVEZ NAN,ENDY CHAVEZ NAN,ENDY CHAVEZ NAN,ENDY CHAVEZ NAN,ENDY CHAVEZ NAN,ENDY CHAVEZ NAN
chaveer01,ERIC CHAVEZ,12/7/1977,Eric,Chavez,[],,3B,906,ERIC CHAVEZ,136767.0,ERIC CHAVEZ,18738.0,ERIC CHAVEZ,chave001,chaveer01,6114.0,ERIC CHAVEZ,3953.0,ERIC CHAVEZ,Eric Chavez,CHAVEZ19771207A,923.0,6114.0,ERIC CHAVEZ,"Chavez, Eric",L,R,Eric Chavez,"Chavez, Eric",,,,,7925.0,,Eric Chavez,,,,3B,"Chavez, Eric",ERIC CHAVEZ NAN,ERIC CHAVEZ NAN,ERIC CHAVEZ NAN,ERIC CHAVEZ NAN,ERIC CHAVEZ NAN,ERIC CHAVEZ NAN,ERIC CHAVEZ NAN
chaveje01,JESSE CHAVEZ,8/21/1983,Jesse,Chavez,TEX,AL,P,5448,JESSE CHAVEZ,445926.0,JESSE CHAVEZ,1098908.0,JESSE CHAVEZ,chavj001,chaveje01,8334.0,JESSE CHAVEZ,29220.0,JESSE CHAVEZ,,CHAVEZ19830821A,47279.0,8334.0,JESSE CHAVEZ,"Chavez, Jesse",R,R,Jesse Chavez,"Chavez, Jesse",10772.0,Jesse Chavez,5673.0,Jesse Chavez,461.0,3040.0,Jesse Chavez,013ip,"Chavez, Jesse",Jesse Chavez,RP,"Chavez, Jesse",JESSE CHAVEZ TEX,JESSE CHAVEZ TEX,JESSE CHAVEZ TEX,JESSE CHAVEZ TEX,JESSE CHAVEZ TEX,JESSE CHAVEZ TEX,JESSE CHAVEZ TEX
chenbr01,BRUCE CHEN,6/19/1977,Bruce,Chen,[],,P,769,BRUCE CHEN,136600.0,BRUCE CHEN,18578.0,BRUCE CHEN,chenb001,chenbr01,6087.0,BRUCE CHEN,3926.0,BRUCE CHEN,,CHEN19770619A,762.0,6087.0,BRUCE CHEN,"Chen, Bruce",L,L,Bruce Chen,"Chen, Bruce",,Bruce Chen,5139.0,Bruce Chen,3900.0,,Bruce Chen,,,,P,"Chen, Bruce",BRUCE CHEN NAN,BRUCE CHEN NAN,BRUCE CHEN NAN,BRUCE CHEN NAN,BRUCE CHEN NAN,BRUCE CHEN NAN,BRUCE CHEN NAN
chenwe02,WEI-YIN CHEN,7/21/1985,Wei-Yin,Chen,MIA,NL,P,13071,WEI-YIN CHEN,612672.0,WEI-YIN CHEN,1935581.0,WEI-YIN CHEN,chenw001,chenwe02,9093.0,WEI-YIN CHEN,32048.0,WEI-YIN CHEN,,CHEN19850721A,53026.0,9093.0,WEI-YIN CHEN,"Chen, Wei-Yin",L,L,Wei-Yin Chen,"Chen, Wei-Yin",11194.0,Wei-Yin Chen,16922.0,Wei-Yin Chen,18144.0,4032.0,Wei-Yin Chen,02h70,"Chen, Wei-Yin","Chen, Wei-Yin",SP,"Chen, Wei-Yin",WEI-YIN CHEN MIA,WEI-YIN CHEN MIA,WEI-YIN CHEN MIA,WEI-YIN CHEN MIA,WEI-YIN CHEN MIA,WEI-YIN CHEN MIA,WEI-YIN CHEN MIA
chiriro01,ROBINSON CHIRINOS,6/5/1984,Robinson,Chirinos,TEX,AL,C,3142,ROBINSON CHIRINOS,455139.0,ROBINSON CHIRINOS,392181.0,ROBINSON CHIRINOS,chirr001,chiriro01,8990.0,ROBINSON CHIRINOS,30445.0,ROBINSON CHIRINOS,,CHIRINOS19840605A,33829.0,8990.0,ROBINSON CHIRINOS,"Chirinos, Robinson",R,R,Robinson Chirinos,"Chirinos, Robinson",11858.0,Robinson Chirinos,12988.0,Robinson Chirinos,1652.0,3719.0,Robinson Chirinos,025j5,"Chirinos, Robinson","Chirinos, Robinson",C,"Chirinos, Robinson",ROBINSON CHIRINOS HOU,ROBINSON CHIRINOS HOU,ROBINSON CHIRINOS HOU,ROBINSON CHIRINOS HOU,ROBINSON CHIRINOS HOU,ROBINSON CHIRINOS HOU,ROBINSON CHIRINOS HOU
chiriyo01,YONNY CHIRINOS,12/26/1993,Yonny,Chirinos,TBA,AL,P,16401,YONNY CHIRINOS,630023.0,YONNY CHIRINOS,,NAN,,chiriyo01,10978.0,YONNY CHIRINOS,39823.0,NAN,,,102336.0,,NAN,"Chirinos, Yonny",R,R,Yonny Chirinos,"Chirinos, Yonny",15140.0,,,,18753.0,5757.0,Yonny Chirinos,,,Yonny Chirinos,P,"Chirinos, Yonny",YONNY CHIRINOS TBA,YONNY CHIRINOS TBA,YONNY CHIRINOS TBA,NAN TBA,YONNY CHIRINOS TBA,NAN TBA,NAN TBA
chiselo01,LONNIE CHISENHALL,10/4/1988,Lonnie,Chisenhall,CLE,NL,OF,7571,LONNIE CHISENHALL,502082.0,LONNIE CHISENHALL,1697835.0,LONNIE CHISENHALL,chisl001,chiselo01,8852.0,LONNIE CHISENHALL,30523.0,LONNIE CHISENHALL,Lonnie Chisenhall,CHISENHAL19881004A,58147.0,8852.0,LONNIE CHISENHALL,"Chisenhall, Lonnie",L,R,Lonnie Chisenhall,"Chisenhall, Lonnie",10494.0,Lonnie Chisenhall,12924.0,Lonnie Chisenhall,5349.0,3637.0,Lonnie Chisenhall,01glo,"Chisenhall, Lonnie","Chisenhall, Lonnie",OF,"Chisenhall, Lonnie",LONNIE CHISENHALL PIT,LONNIE CHISENHALL PIT,LONNIE CHISENHALL PIT,LONNIE CHISENHALL PIT,LONNIE CHISENHALL PIT,LONNIE CHISENHALL PIT,LONNIE CHISENHALL PIT
choatra01,RANDY CHOATE,9/5/1975,Randy,Choate,[],,P,813,RANDY CHOATE,329092.0,RANDY CHOATE,196266.0,RANDY CHOATE,choar001,choatra01,6513.0,RANDY CHOATE,4440.0,RANDY CHOATE,,CHOATE19750905A,1577.0,6513.0,RANDY CHOATE,"Choate, Randy",L,L,Randy Choate,"Choate, Randy",,Randy Choate,5625.0,Randy Choate,3732.0,,Randy Choate,,,,P,"Choate, Randy",RANDY CHOATE NAN,RANDY CHOATE NAN,RANDY CHOATE NAN,RANDY CHOATE NAN,RANDY CHOATE NAN,RANDY CHOATE NAN,RANDY CHOATE NAN
choicmi01,MICHAEL CHOICE,11/10/1989,Michael,Choice,CLE,AL,OF,11376,MICHAEL CHOICE,574831.0,MICHAEL CHOICE,1758971.0,MICHAEL CHOICE,choim001,choicmi01,9510.0,MICHAEL CHOICE,31959.0,MICHAEL CHOICE,,CHOICE19891110A,66689.0,9510.0,MICHAEL CHOICE,"Choice, Michael",R,R,Michael Choice,"Choice, Michael",11447.0,,,,14788.0,3947.0,Michael Choice,,,Michael Choice,OF,"Choice, Michael",MICHAEL CHOICE TEX,MICHAEL CHOICE TEX,MICHAEL CHOICE TEX,MICHAEL CHOICE TEX,MICHAEL CHOICE TEX,MICHAEL CHOICE TEX,MICHAEL CHOICE TEX
choiji01,JI-MAN CHOI,5/19/1991,Ji-Man,Choi,MIL,AL,1B,5452,JI-MAN CHOI,596847.0,JI-MAN CHOI,2106323.0,JI-MAN CHOI,choij001,choiji01,9623.0,JI-MAN CHOI,31779.0,JI-MAN CHOI,,CHOI19910519A,68192.0,9623.0,JI-MAN CHOI,"Choi, Ji-Man",L,R,Ji-Man Choi,"Choi, Ji-Man",11799.0,Ji-Man Choi,52187.0,Ji-Man Choi,14342.0,4539.0,Ji-Man Choi,,,Ji-Man Choi,DH,"Choi, Ji-Man",JI-MAN CHOI TBA,JI-MAN CHOI TBA,JI-MAN CHOI TBA,JI-MAN CHOI TBA,JI-MAN CHOI TBA,JI-MAN CHOI TBA,JI-MAN CHOI TBA
choosh01,SHIN-SOO CHOO,7/13/1982,Shin-Soo,Choo,TEX,AL,OF,3174,SHIN-SOO CHOO,425783.0,SHIN-SOO CHOO,292740.0,SHIN-SOO CHOO,choos001,choosh01,7498.0,SHIN-SOO CHOO,6205.0,SHIN-SOO CHOO,Shin-Soo Choo,CHOO19820713A,31672.0,7498.0,SHIN-SOO CHOO,"Choo, Shin-Soo",L,L,Shin-Soo Choo,"Choo, Shin-Soo",6528.0,Shin-Soo Choo,5222.0,Shin-soo Choo,3372.0,1077.0,Shin-Soo Choo,000vp,"Choo, Shin-soo","Choo, Shin-Soo",OF/DH,"Choo, Shin-Soo",SHIN-SOO CHOO TEX,SHIN-SOO CHOO TEX,SHIN-SOO CHOO TEX,SHIN-SOO CHOO TEX,SHIN-SOO CHOO TEX,SHIN-SOO CHOO TEX,SHIN-SOO CHOO TEX
